hominum,rdnumber,CaseNumber,Date2,year,trac2000,location,locatinr,LocationDescription,ArrestD,DomesticD,gridid,X_MetCent,Y_MetCent,All_Inside,YearFive,Population
65231,D227123, ,,1965,271800,1101,1, ,1,1,39047,352890.973255,577822.757678,1,1965 to 1969,3550404.0
65232,D228227, ,,1965,241900,2100,9, ,1,0,43961,356040.973255,580972.757678,1,1965 to 1969,3550404.0
65233,D229326, ,,1965,271700,1101,1, ,1,1,39741,352140.973255,578272.757678,1,1965 to 1969,3550404.0
65234,D229354, ,,1965,600800,1101,1, ,1,1,33016,356940.973255,573922.757678,1,1965 to 1969,3550404.0
65235,D229476, ,,1965,370100,2100,9, ,0,0,30229,358290.973255,572122.757678,1,1965 to 1969,3550404.0
65236,D229346, ,,1965,283800,1101,1, ,1,1,38605,356490.973255,577522.757678,1,1965 to 1969,3550404.0
65237,D225874, ,,1965,282200,2600,10, ,1,0,39536,356340.973255,578122.757678,1,1965 to 1969,3550404.0
65238,D230551, ,,1965,660600,1101,1, ,1,1,23206,353340.973255,567622.757678,1,1965 to 1969,3550404.0
65239,D231394, ,,1965,281800,2100,9, ,1,0,40705,356940.973255,578872.757678,1,1965 to 1969,3550404.0
65240,D231646, ,,1965,350700,1101,1, ,1,0,33030,359040.973255,573922.757678,1,1965 to 1969,3550404.0
65241,D232590, ,,1965,270300,2200,9, ,1,0,41604,351990.973255,579472.757678,1,1965 to 1969,3550404.0
65242,D202424, ,,1965,270200,2100,9, ,1,0,41377,352890.973255,579322.757678,1,1965 to 1969,3550404.0
65243,D233970, ,,1965,500100,1107,1, ,1,1,12773,361140.973255,560872.757678,1,1965 to 1969,3550404.0
65244,D235050, ,,1965,380100,2300,9, ,1,0,31175,360390.973255,572722.757678,1,1965 to 1969,3550404.0
65245,D224838, ,,1965,381400,1101,1, ,0,0,28372,359340.973255,570922.757678,1,1965 to 1969,3550404.0
65246,D235206, ,,1965,380800,1101,1, ,1,1,29303,359190.973255,571522.757678,1,1965 to 1969,3550404.0
65247,D235248, ,,1965,430200,1101,1, ,1,1,22568,362490.973255,567172.757678,1,1965 to 1969,3550404.0
65248,D235279, ,,1965,270700,2100,9, ,1,0,40906,352140.973255,579022.757678,1,1965 to 1969,3550404.0
65249,D236308, ,,1965,280300,2100,9, ,1,0,41165,356040.973255,579172.757678,1,1965 to 1969,3550404.0
65250,D236382, ,,1965,283200,2200,9, ,1,0,38833,355740.973255,577672.757678,1,1965 to 1969,3550404.0
65251,D236609, ,,1965,80600,2100,9, ,1,0,46296,356790.973255,582472.757678,1,1965 to 1969,3550404.0
65252,D236905, ,,1965,381900,1101,1, ,1,0,28143,359940.973255,570772.757678,1,1965 to 1969,3550404.0
65253,D237355, ,,1965,680200,2800,10, ,1,0,25335,358140.973255,568972.757678,1,1965 to 1969,3550404.0
65254,D238495, ,,1965,710700,2100,9, ,1,0,18800,356490.973255,564772.757678,1,1965 to 1969,3550404.0
65255,D244594, ,,1965,281700,1101,1, ,1,0,40697,355740.973255,578872.757678,1,1965 to 1969,3550404.0
65256,D243181, ,,1965,360300,2200,9, ,1,0,31642,360540.973255,573022.757678,1,1965 to 1969,3550404.0
65257,D243535, ,,1965,420700,1101,1, ,1,1,23019,360240.973255,567472.757678,1,1965 to 1969,3550404.0
65258,D244612, ,,1965,190700,1101,1, ,1,0,49498,347790.973255,584572.757678,1,1965 to 1969,3550404.0
65259,D246639, ,,1965,330300,1501,1, ,0,1,36056,358590.973255,575872.757678,1,1965 to 1969,3550404.0
65260,D244467, ,,1965,350700,2100,9, ,1,0,32567,359490.973255,573622.757678,1,1965 to 1969,3550404.0
65261,D248558, ,,1965,381200,2100,9, ,1,0,28608,359790.973255,571072.757678,1,1965 to 1969,3550404.0
65262,D237154, ,,1965,210900,1101,1, ,1,0,50001,353340.973255,584872.757678,1,1965 to 1969,3550404.0
65263,D249569, ,,1965,281800,1116,3, ,1,0,40935,356490.973255,579022.757678,1,1965 to 1969,3550404.0
65264,D236535, ,,1965,400100,1101,1, ,1,0,27205,359040.973255,570172.757678,1,1965 to 1969,3550404.0
65265,D250812, ,,1965,271300,2100,9, ,1,0,40204,351690.973255,578572.757678,1,1965 to 1969,3550404.0
65266,D251749, ,,1965,550100,1107,1, ,1,1,2551,365640.973255,554272.757678,1,1965 to 1969,3550404.0
65267,D252223, ,,1965,611000,2100,9, ,1,0,27421,356490.973255,570322.757678,1,1965 to 1969,3550404.0
65268,D252222, ,,1965,220900,2301,10, ,1,0,47423,351090.973255,583222.757678,1,1965 to 1969,3550404.0
65269,D254374, ,,1965,291300,1101,1, ,0,1,37410,351990.973255,576772.757678,1,1965 to 1969,3550404.0
65270,D252740, ,,1965,390100,1101,1, ,1,0,29316,361140.973255,571522.757678,1,1965 to 1969,3550404.0
65271,D256356, ,,1965,691000,1101,1, ,1,0,20451,359490.973255,565822.757678,1,1965 to 1969,3550404.0
65272,D258637, ,,1965,540100,1101,1, ,1,0,2521,361140.973255,554272.757678,1,1965 to 1969,3550404.0
65273,D259364, ,,1965,240900,1101,1, ,0,1,44172,352740.973255,581122.757678,1,1965 to 1969,3550404.0
65274,D157120, ,,1965,291300,1101,1, ,1,1,38341,351840.973255,577372.757678,1,1965 to 1969,3550404.0
65275,D260265, ,,1965,261000,1101,1, ,1,0,39492,349740.973255,578122.757678,1,1965 to 1969,3550404.0
65276,D260656, ,,1965,230200,1202,5, ,1,0,46028,351540.973255,582322.757678,1,1965 to 1969,3550404.0
65277,D263711, ,,1965,411000,1304,6, ,1,0,25831,362640.973255,569272.757678,0,1965 to 1969,3550404.0
65278,D264180, ,,1965,140200,2100,9, ,1,0,56513,351540.973255,589072.757678,1,1965 to 1969,3550404.0
65279,D266199, ,,1965,60800,2700,10, ,0,0,53521,357090.973255,587122.757678,1,1965 to 1969,3550404.0
65280,D265908, ,,1965,271100,2100,9, ,1,0,40910,352740.973255,579022.757678,1,1965 to 1969,3550404.0
65281,D267289, ,,1965,420200,1101,1, ,1,0,24192,361440.973255,568222.757678,1,1965 to 1969,3550404.0
65282,D267333, ,,1965,283900,1101,1, ,1,1,38598,355440.973255,577522.757678,1,1965 to 1969,3550404.0
65283,D268409, ,,1965,381800,1101,1, ,1,0,27671,359040.973255,570472.757678,1,1965 to 1969,3550404.0
65284,D268567, ,,1965,681200,2100,9, ,1,0,22071,357840.973255,566872.757678,1,1965 to 1969,3550404.0
65285,D268492, ,,1965,301300,1101,1, ,1,1,33684,352290.973255,574372.757678,1,1965 to 1969,3550404.0
65286,D266231, ,,1965,270600,1308,6, ,0,0,40905,351990.973255,579022.757678,1,1965 to 1969,3550404.0
65287,D226742, ,,1965,292200,2200,9, ,1,0,36709,351690.973255,576322.757678,1,1965 to 1969,3550404.0
65288,D272417, ,,1965,671500,1202,5, ,1,0,21589,355440.973255,566572.757678,1,1965 to 1969,3550404.0
65289,D273268, ,,1965,560800,2100,9, ,0,1,25960,347040.973255,569422.757678,1,1965 to 1969,3550404.0
65290,D275430, ,,1965,680900,1101,1, ,1,0,23468,357690.973255,567772.757678,1,1965 to 1969,3550404.0
65291,D275827, ,,1965,750500,1101,1, ,1,1,8078,355890.973255,557872.757678,1,1965 to 1969,3550404.0
65292,D279168, ,,1965,290600,1101,1, ,1,1,38570,351240.973255,577522.757678,1,1965 to 1969,3550404.0
65293,D280309, ,,1965,283700,1101,1, ,1,1,38607,356790.973255,577522.757678,1,1965 to 1969,3550404.0
65294,D279253, ,,1965,690800,1512,2, ,1,0,19993,360690.973255,565522.757678,1,1965 to 1969,3550404.0
65295,D281553, ,,1965,340400,2100,9, ,1,0,34190,358290.973255,574672.757678,1,1965 to 1969,3550404.0
65296,D282077, ,,1965,420100,1106,3, ,1,0,24195,361890.973255,568222.757678,1,1965 to 1969,3550404.0
65297,D285591, ,,1965,421100,1109,2, ,1,0,23729,361890.973255,567922.757678,1,1965 to 1969,3550404.0
65298,D288710, ,,1965,260500,1101,1, ,1,1,40656,349590.973255,578872.757678,1,1965 to 1969,3550404.0
65299,D289429, ,,1965,390300,1101,1, ,1,1,30012,360690.973255,571972.757678,1,1965 to 1969,3550404.0
65300,D289771, ,,1965,400700,1107,1, ,0,0,24876,359190.973255,568672.757678,1,1965 to 1969,3550404.0
65301,D288911, ,,1965,271100,1101,1, ,1,0,40911,352890.973255,579022.757678,1,1965 to 1969,3550404.0
65302,D290431, ,,1965,460800,1202,5, ,1,0,15367,365790.973255,562522.757678,1,1965 to 1969,3550404.0
65303,D290150, ,,1965,691100,2100,9, ,1,1,19978,358440.973255,565522.757678,1,1965 to 1969,3550404.0
65304,D291905, ,,1965,241400,1308,6, ,1,0,45584,354840.973255,582022.757678,1,1965 to 1969,3550404.0
65305,D292913, ,,1965,260700,1202,5, ,0,0,39961,350190.973255,578422.757678,1,1965 to 1969,3550404.0
65306,D281130, ,,1965,420200,2303,4, ,1,1,24193,361590.973255,568222.757678,1,1965 to 1969,3550404.0
65307,D295725, ,,1965,680200,1115,3, ,1,0,26031,357690.973255,569422.757678,1,1965 to 1969,3550404.0
65308,D296003, ,,1965,420600,1115,3, ,1,1,23949,359940.973255,568072.757678,1,1965 to 1969,3550404.0
65309,D298527, ,,1965,680200,1202,5, ,1,0,24867,357840.973255,568672.757678,1,1965 to 1969,3550404.0
65310,D299060, ,,1965,292200,2100,9, ,1,0,37172,351240.973255,576622.757678,1,1965 to 1969,3550404.0
65311,D299608, ,,1965,420800,1101,1, ,1,1,23722,360840.973255,567922.757678,1,1965 to 1969,3550404.0
65312,D301673, ,,1965,400100,1501,1, ,0,1,27436,358740.973255,570322.757678,1,1965 to 1969,3550404.0
65313,D302643, ,,1965,420800,1308,6, ,0,0,23720,360540.973255,567922.757678,1,1965 to 1969,3550404.0
65314,D319474, ,,1965,601500,7001,6, ,0,0,31387,357240.973255,572872.757678,1,1965 to 1969,3550404.0
65315,D303983, ,,1965,271200,1101,1, ,1,0,40907,352290.973255,579022.757678,1,1965 to 1969,3550404.0
65316,D305525, ,,1965,720200,1107,1, ,1,0,11109,356190.973255,559822.757678,1,1965 to 1969,3550404.0
65317,D307605, ,,1965,281100,2100,9, ,1,0,41152,354090.973255,579172.757678,1,1965 to 1969,3550404.0
65318,D306151, ,,1965,283900,1101,1, ,0,0,38135,355890.973255,577222.757678,1,1965 to 1969,3550404.0
65319,D310784, ,,1965,241400,1307,6, ,1,0,45816,354690.973255,582172.757678,1,1965 to 1969,3550404.0
65320,D311181, ,,1965,80200,1109,2, ,0,0,45141,358290.973255,581722.757678,1,1965 to 1969,3550404.0
65321,D312097, ,,1965,270200,2400,7, ,0,0,42073,352440.973255,579772.757678,1,1965 to 1969,3550404.0
65322,D314001, ,,1965,420900,2100,9, ,1,0,23257,360990.973255,567622.757678,1,1965 to 1969,3550404.0
65323,D310779, ,,1965,680200,1101,1, ,1,0,24867,357840.973255,568672.757678,1,1965 to 1969,3550404.0
65324,D316442, ,,1965,281100,1115,3, ,1,0,41152,354090.973255,579172.757678,1,1965 to 1969,3550404.0
65325,D312288, ,,1965,400300,1101,1, ,1,1,26510,359640.973255,569722.757678,1,1965 to 1969,3550404.0
65326,D320302, ,,1965,420200,2303,4, ,1,0,24192,361440.973255,568222.757678,1,1965 to 1969,3550404.0
65327,D320402, ,,1965,242000,1101,1, ,0,1,44423,355440.973255,581272.757678,1,1965 to 1969,3550404.0
65328,D320823, ,,1965,281900,2100,9, ,0,0,41173,357240.973255,579172.757678,1,1965 to 1969,3550404.0
65329,D320902, ,,1965,260600,2100,9, ,1,0,39960,350040.973255,578422.757678,1,1965 to 1969,3550404.0
65330,D321411, ,,1965,450100,1101,1, ,1,1,19532,361440.973255,565222.757678,1,1965 to 1969,3550404.0
65331,D326561, ,,1965,81800,1501,1, ,1,1,43972,357690.973255,580972.757678,1,1965 to 1969,3550404.0
65332,D330598, ,,1965,310600,1304,6, ,1,0,36040,356190.973255,575872.757678,1,1965 to 1969,3550404.0
65333,D330481, ,,1965,81700,2100,9, ,1,0,43510,358290.973255,580672.757678,1,1965 to 1969,3550404.0
65334,D331782, ,,1965,681100,1101,1, ,1,0,21368,357240.973255,566422.757678,1,1965 to 1969,3550404.0
65335,D331963, ,,1965,191400,1302,6, ,1,0,47850,345240.973255,583522.757678,1,1965 to 1969,3550404.0
65336,D333781, ,,1965,680900,7020,6, ,1,0,23466,357390.973255,567772.757678,1,1965 to 1969,3550404.0
65337,D333884, ,,1965,250800,1300,6, ,0,0,45772,348090.973255,582172.757678,1,1965 to 1969,3550404.0
65338,D334864, ,,1965,681000,2100,9, ,1,0,23460,356490.973255,567772.757678,1,1965 to 1969,3550404.0
65339,D335100, ,,1965,284000,1117,6, ,1,0,38364,355290.973255,577372.757678,1,1965 to 1969,3550404.0
65340,D336137, ,,1965,291200,2100,9, ,1,1,38339,351540.973255,577372.757678,1,1965 to 1969,3550404.0
65341,D335010, ,,1965,420100,1101,1, ,1,1,24661,361890.973255,568522.757678,1,1965 to 1969,3550404.0
65342,D339028, ,,1965,630800,1107,1, ,1,0,25531,352590.973255,569122.757678,1,1965 to 1969,3550404.0
65343,D339028, ,,1965,630800,1107,1, ,1,0,25531,352590.973255,569122.757678,1,1965 to 1969,3550404.0
65344,D339028, ,,1965,630800,1107,1, ,1,0,25531,352590.973255,569122.757678,1,1965 to 1969,3550404.0
65345,D341552, ,,1965,440400,1101,1, ,1,0,17880,358290.973255,564172.757678,1,1965 to 1969,3550404.0
65346,D341967, ,,1965,292200,1101,1, ,1,0,36705,351090.973255,576322.757678,1,1965 to 1969,3550404.0
65347,D344107, ,,1965,380300,2902,8, ,1,1,30003,359340.973255,571972.757678,1,1965 to 1969,3550404.0
65348,D344298, ,,1965,290900,1202,5, ,1,0,38328,349890.973255,577372.757678,1,1965 to 1969,3550404.0
65349,D345780, ,,1965,421100,1115,3, ,1,0,23729,361890.973255,567922.757678,1,1965 to 1969,3550404.0
65350,D347806, ,,1965,301800,2100,9, ,0,0,35067,350040.973255,575272.757678,1,1965 to 1969,3550404.0
65351,D349756, ,,1965,291300,2100,9, ,0,0,37643,351990.973255,576922.757678,1,1965 to 1969,3550404.0
65352,D350497, ,,1965,681200,1101,1, ,1,1,22071,357840.973255,566872.757678,1,1965 to 1969,3550404.0
65353,D350497, ,,1965,681200,1101,1, ,1,0,22071,357840.973255,566872.757678,1,1965 to 1969,3550404.0
65354,D352021, ,,1965,281800,2100,9, ,1,0,41169,356640.973255,579172.757678,1,1965 to 1969,3550404.0
65355,D348880, ,,1965,681000,2301,10, ,1,0,22533,357240.973255,567172.757678,1,1965 to 1969,3550404.0
65356,D352477, ,,1965,370300,1101,1, ,1,0,28596,357990.973255,571072.757678,1,1965 to 1969,3550404.0
65357,D354253, ,,1965,420100,1115,3, ,1,0,23964,362190.973255,568072.757678,1,1965 to 1969,3550404.0
65358,D355536, ,,1965,420200,2200,9, ,1,0,23727,361590.973255,567922.757678,1,1965 to 1969,3550404.0
65359,D356337, ,,1965,380100,2100,9, ,1,0,30239,359790.973255,572122.757678,1,1965 to 1969,3550404.0
65360,D359094, ,,1965,680900,2100,9, ,1,1,22534,357390.973255,567172.757678,1,1965 to 1969,3550404.0
65361,D359944, ,,1965,380100,1501,1, ,0,1,30475,360240.973255,572272.757678,1,1965 to 1969,3550404.0
65362,D352299, ,,1965,260300,2100,9, ,0,0,41123,349740.973255,579172.757678,1,1965 to 1969,3550404.0
65363,D361372, ,,1965,171000,1107,1, ,1,1,51112,345240.973255,585622.757678,1,1965 to 1969,3550404.0
65364,D354775, ,,1965,381400,2100,9, ,1,0,28838,359340.973255,571222.757678,1,1965 to 1969,3550404.0
65365,D368514, ,,1965,381400,1101,1, ,1,0,28372,359340.973255,570922.757678,1,1965 to 1969,3550404.0
65366,D368706, ,,1965,420200,1202,5, ,1,0,23727,361590.973255,567922.757678,1,1965 to 1969,3550404.0
65367,D367343, ,,1965,281400,1202,5, ,1,0,41154,354390.973255,579172.757678,1,1965 to 1969,3550404.0
65368,D367343, ,,1965,281400,1202,5, ,1,0,41154,354390.973255,579172.757678,1,1965 to 1969,3550404.0
65369,D367343, ,,1965,281400,1202,5, ,1,0,41154,354390.973255,579172.757678,1,1965 to 1969,3550404.0
65370,D367343, ,,1965,281400,1202,5, ,1,0,41154,354390.973255,579172.757678,1,1965 to 1969,3550404.0
65371,D367343, ,,1965,281400,1202,5, ,1,0,41154,354390.973255,579172.757678,1,1965 to 1969,3550404.0
65372,D367343, ,,1965,281400,1202,5, ,1,0,41154,354390.973255,579172.757678,1,1965 to 1969,3550404.0
65373,D367343, ,,1965,281400,1202,5, ,1,0,41154,354390.973255,579172.757678,1,1965 to 1969,3550404.0
65374,D367343, ,,1965,281400,1202,5, ,1,0,41154,354390.973255,579172.757678,1,1965 to 1969,3550404.0
65375,D367343, ,,1965,281400,1202,5, ,1,0,41154,354390.973255,579172.757678,1,1965 to 1969,3550404.0
65376,D367343, ,,1965,281400,1202,5, ,1,0,41154,354390.973255,579172.757678,1,1965 to 1969,3550404.0
65377,D367343, ,,1965,281400,1202,5, ,1,0,41154,354390.973255,579172.757678,1,1965 to 1969,3550404.0
65378,D367343, ,,1965,281400,1202,5, ,1,0,41154,354390.973255,579172.757678,1,1965 to 1969,3550404.0
65379,D367343, ,,1965,281400,1202,5, ,1,0,41154,354390.973255,579172.757678,1,1965 to 1969,3550404.0
65380,D367661, ,,1965,291300,2100,9, ,1,0,37178,352140.973255,576622.757678,1,1965 to 1969,3550404.0
65381,D373570, ,,1965,381600,1101,1, ,1,0,28834,358740.973255,571222.757678,1,1965 to 1969,3550404.0
65382,D373836, ,,1965,243500,1304,10, ,1,0,43498,356490.973255,580672.757678,1,1965 to 1969,3550404.0
65383,D374641, ,,1965,700300,2700,10, ,1,0,17820,349290.973255,564172.757678,0,1965 to 1969,3550404.0
65384,D360492, ,,1965,310800,1202,5, ,0,0,36966,355290.973255,576472.757678,1,1965 to 1969,3550404.0
65385,D376561, ,,1965,390100,1101,1, ,1,1,30015,361140.973255,571972.757678,1,1965 to 1969,3550404.0
65386,D376643, ,,1965,611600,2100,9, ,1,0,26477,354690.973255,569722.757678,1,1965 to 1969,3550404.0
65387,D377300, ,,1965,290600,1101,1, ,1,0,38570,351240.973255,577522.757678,1,1965 to 1969,3550404.0
65388,D382194, ,,1965,80700,1501,1, ,1,1,44899,356940.973255,581572.757678,1,1965 to 1969,3550404.0
65389,D382907, ,,1965,291000,1101,1, ,0,0,37634,350640.973255,576922.757678,1,1965 to 1969,3550404.0
65390,D383135, ,,1965,291400,1202,5, ,1,0,38577,352290.973255,577522.757678,1,1965 to 1969,3550404.0
65391,D383927, ,,1965,460900,1101,1, ,0,0,15828,365040.973255,562822.757678,1,1965 to 1969,3550404.0
65392,D383719, ,,1965,750500,1121,1, ,1,1,7844,355740.973255,557722.757678,1,1965 to 1969,3550404.0
65393,D387837, ,,1965,691100,1101,1, ,1,1,20442,358140.973255,565822.757678,1,1965 to 1969,3550404.0
65394,D388592, ,,1965,400100,2800,10, ,0,0,27441,359490.973255,570322.757678,1,1965 to 1969,3550404.0
65395,D388901, ,,1965,292400,1101,1, ,1,0,36469,350640.973255,576172.757678,1,1965 to 1969,3550404.0
66001,D387620, ,,1965,730600,2100,9, ,1,0,11813,356940.973255,560272.757678,1,1965 to 1969,3550404.0
66002,D366170, ,,1965,270400,1101,1, ,1,1,41833,351390.973255,579622.757678,1,1965 to 1969,3550404.0
66035,D355478, ,,1965,380800,2300,9, ,1,0,30004,359490.973255,571972.757678,1,1965 to 1969,3550404.0
66036,D377383, ,,1965,292400,2907,7, ,0,0,36237,350790.973255,576022.757678,1,1965 to 1969,3550404.0
66003,E001241, ,,1966,271100,2100,9, ,1,0,40910,352740.973255,579022.757678,1,1965 to 1969,3550404.0
66004,E001751, ,,1966,71900,1101,1, ,0,0,46527,356490.973255,582622.757678,1,1965 to 1969,3550404.0
66005,E003844, ,,1966,210900,1304,6, ,1,0,50929,352740.973255,585472.757678,1,1965 to 1969,3550404.0
66006,E004717, ,,1966,81700,1202,5, ,1,0,43510,358290.973255,580672.757678,1,1965 to 1969,3550404.0
66007,E005635, ,,1966,280300,2100,9, ,1,0,41165,356040.973255,579172.757678,1,1965 to 1969,3550404.0
66008,E005662, ,,1966,271300,1101,1, ,1,1,40437,351690.973255,578722.757678,1,1965 to 1969,3550404.0
66009,E006959, ,,1966,270900,7004,6, ,0,0,40912,353040.973255,579022.757678,1,1965 to 1969,3550404.0
66010,E006959, ,,1966,270900,7004,6, ,0,0,40912,353040.973255,579022.757678,1,1965 to 1969,3550404.0
66011,E006959, ,,1966,270900,7004,6, ,0,0,40912,353040.973255,579022.757678,1,1965 to 1969,3550404.0
66012,E007658, ,,1966,231500,1107,1, ,1,0,42295,350790.973255,579922.757678,1,1965 to 1969,3550404.0
66013,E008009, ,,1966,81000,1204,6, ,1,0,44440,357990.973255,581272.757678,1,1965 to 1969,3550404.0
66014,E009806, ,,1966,760900,2400,7, ,0,0,57572,335640.973255,589822.757678,1,1965 to 1969,3550404.0
66015,E010715, ,,1966,81700,1101,1, ,0,0,43510,358290.973255,580672.757678,1,1965 to 1969,3550404.0
66016,E012828, ,,1966,292500,1304,6, ,1,0,35997,349740.973255,575872.757678,1,1965 to 1969,3550404.0
66017,E012956, ,,1966,680900,1101,1, ,0,0,23235,357690.973255,567622.757678,1,1965 to 1969,3550404.0
66018,E014928, ,,1966,400500,1101,1, ,1,0,24876,359190.973255,568672.757678,1,1965 to 1969,3550404.0
66019,E015249, ,,1966,420100,1101,1, ,1,1,24661,361890.973255,568522.757678,1,1965 to 1969,3550404.0
66020,E015629, ,,1966,420100,1202,5, ,1,0,23728,361740.973255,567922.757678,1,1965 to 1969,3550404.0
66021,E017558, ,,1966,281500,1101,1, ,1,0,40690,354690.973255,578872.757678,1,1965 to 1969,3550404.0
66022,E020108, ,,1966,221400,1101,1, ,1,1,48366,352740.973255,583822.757678,1,1965 to 1969,3550404.0
66023,E020216, ,,1966,281600,1202,5, ,1,0,41158,354990.973255,579172.757678,1,1965 to 1969,3550404.0
66024,E020237, ,,1966,284100,2100,9, ,1,0,38362,354990.973255,577372.757678,1,1965 to 1969,3550404.0
66025,E021214, ,,1966,420200,1101,1, ,1,0,24193,361590.973255,568222.757678,1,1965 to 1969,3550404.0
66026,E021546, ,,1966,243400,1101,1, ,1,0,43494,355890.973255,580672.757678,1,1965 to 1969,3550404.0
66027,E021518, ,,1966,430300,1101,1, ,1,1,22098,361890.973255,566872.757678,1,1965 to 1969,3550404.0
66028,E012301, ,,1966,280200,1309,6, ,1,0,41636,356790.973255,579472.757678,1,1965 to 1969,3550404.0
66029,E022711, ,,1966,440300,1314,6, ,1,0,18585,359190.973255,564622.757678,1,1965 to 1969,3550404.0
66030,E023112, ,,1966,281600,1101,1, ,1,1,41393,355290.973255,579322.757678,1,1965 to 1969,3550404.0
66031,E023413, ,,1966,330100,2100,9, ,0,0,36990,358890.973255,576472.757678,1,1965 to 1969,3550404.0
66032,E001346, ,,1966,380400,1308,6, ,1,0,31167,359190.973255,572722.757678,1,1965 to 1969,3550404.0
66033,E023795, ,,1966,681000,1202,5, ,1,0,23460,356490.973255,567772.757678,1,1965 to 1969,3550404.0
66034,E024128, ,,1966,400400,1101,1, ,0,1,25111,359490.973255,568822.757678,1,1965 to 1969,3550404.0
66037,E025893, ,,1966,270200,1302,6, ,1,0,42073,352440.973255,579772.757678,1,1965 to 1969,3550404.0
66038,E026327, ,,1966,671700,1101,1, ,1,0,21827,356190.973255,566722.757678,1,1965 to 1969,3550404.0
66039,E026314, ,,1966,380200,1101,1, ,1,0,30471,359640.973255,572272.757678,1,1965 to 1969,3550404.0
66040,E027849, ,,1966,291100,1101,1, ,1,0,38337,351240.973255,577372.757678,1,1965 to 1969,3550404.0
66041,E027870, ,,1966,580900,1202,5, ,1,0,28558,352290.973255,571072.757678,1,1965 to 1969,3550404.0
66042,E029592, ,,1966,421000,1109,2, ,1,0,23494,361590.973255,567772.757678,1,1965 to 1969,3550404.0
66043,E027189, ,,1966,290400,1308,6, ,1,0,38576,352140.973255,577522.757678,1,1965 to 1969,3550404.0
66044,E030534, ,,1966,10200,1107,1, ,0,0,64452,354090.973255,594172.757678,1,1965 to 1969,3550404.0
66045,E031253, ,,1966,350700,1106,3, ,1,0,32798,359190.973255,573772.757678,1,1965 to 1969,3550404.0
66046,E032146, ,,1966,281600,1101,1, ,1,1,40693,355140.973255,578872.757678,1,1965 to 1969,3550404.0
66047,E032263, ,,1966,680600,2100,9, ,1,0,24860,356790.973255,568672.757678,1,1965 to 1969,3550404.0
66048,E032518, ,,1966,340400,2100,9, ,0,0,34655,358140.973255,574972.757678,1,1965 to 1969,3550404.0
66049,E033077, ,,1966,691000,1107,1, ,1,0,20681,359040.973255,565972.757678,1,1965 to 1969,3550404.0
66050,E034777, ,,1966,500100,1308,6, ,1,0,13707,361440.973255,561472.757678,1,1965 to 1969,3550404.0
66051,E037874, ,,1966,281500,1101,1, ,1,0,40924,354840.973255,579022.757678,1,1965 to 1969,3550404.0
66052,E040504, ,,1966,390200,1101,1, ,1,0,28848,360840.973255,571222.757678,1,1965 to 1969,3550404.0
66053,E040582, ,,1966,283800,1501,1, ,1,1,38138,356340.973255,577222.757678,1,1965 to 1969,3550404.0
